Run_ID,Time_s,Throttle_Cmd,Ambient_C,RPM,CHT_C,EGT_C,Oil_Press_bar,Oil_Temp_C,Fuel_Flow_Lph,Vibration_g,Alternator_V,Fault_ID,Fault_Label
manual_Misfire_0,84.6,0.9334,-15.03,5325.9416,129.7819,676.3108,4.7398,96.6009,37.2419,0.1911,14.3438,1,Misfire
manual_Misfire_0,84.7,0.9335,-15.06,5518.8817,130.6479,808.5624,4.6384,95.5913,37.8692,0.0344,14.3538,1,Misfire
manual_Misfire_0,84.8,0.9337,-15.09,5552.2762,128.7657,804.7178,4.7055,95.7248,38.1025,0.0239,14.2618,1,Misfire
manual_Misfire_0,84.9,0.9338,-15.16,5318.6235,131.1232,737.0495,4.7899,98.0321,37.2717,0.2981,14.2982,1,Misfire
manual_Misfire_0,85.0,0.9339,-15.01,5557.5106,131.1879,804.4504,4.8169,95.5676,37.45,0.0194,14.3542,1,Misfire
manual_Misfire_0,85.1,0.934,-14.95,5543.8263,133.4311,803.1825,4.7277,96.7569,37.7739,0.0153,14.3572,1,Misfire
manual_Misfire_0,85.2,0.9341,-15.03,5542.3272,128.8192,803.6057,4.768,96.8236,37.9696,0.0204,14.3412,1,Misfire
manual_Misfire_0,85.3,0.9342,-15.07,5532.4938,131.4957,803.0935,4.8979,95.2423,37.5924,0.012,14.3064,1,Misfire
manual_Misfire_0,85.4,0.9343,-15.08,5157.6778,128.8478,716.8676,4.788,96.7531,37.9275,0.3209,14.3512,1,Misfire
manual_Misfire_0,85.5,0.9344,-15.07,5558.067,131.5155,802.0167,4.8473,97.17,37.7217,0.0165,14.3837,1,Misfire
manual_Misfire_0,85.6,0.9345,-15.14,5553.9117,132.0471,803.1494,4.7273,97.6112,37.9434,0.0431,14.2401,1,Misfire
manual_Misfire_0,85.7,0.9346,-15.13,5562.876,128.7873,806.1064,4.8363,95.95,37.7099,0.0184,14.3573,1,Misfire
manual_Misfire_0,85.8,0.9347,-15.07,5197.078,130.0446,640.7167,4.7829,97.3213,37.8977,0.2165,14.3426,1,Misfire
manual_Misfire_0,85.9,0.9348,-15.05,5537.6776,132.7091,805.6182,4.7874,96.3794,37.8926,0.0313,14.2733,1,Misfire
manual_Misfire_0,86.0,0.9349,-15.05,5109.0613,132.4206,707.8828,4.8133,96.7158,38.1225,0.2187,14.431,1,Misfire
manual_Misfire_0,86.1,0.935,-15.06,5328.9193,131.8935,665.7579,4.751,96.8715,37.7735,0.2236,14.2874,1,Misfire
manual_Misfire_0,86.2,0.9351,-15.07,5546.4361,131.5989,813.7987,4.8085,96.6675,38.144,0.0263,14.3151,1,Misfire
manual_Misfire_0,86.3,0.9353,-14.99,5231.8741,130.9642,676.2652,4.7152,97.0118,38.3738,0.3869,14.2352,1,Misfire
manual_Misfire_0,86.4,0.9354,-15.05,5189.6942,131.7612,753.8943,4.7238,98.148,37.5612,0.2986,14.3523,1,Misfire
manual_Misfire_0,86.5,0.9355,-15.06,5558.9812,128.4306,802.7951,4.7423,99.2866,37.5239,0.0017,14.3962,1,Misfire
manual_Misfire_0,86.6,0.9356,-15.07,5186.3273,131.4655,686.6493,4.7376,98.0389,38.2634,0.4162,14.3057,1,Misfire
manual_Misfire_0,86.7,0.9357,-15.07,5382.0709,130.2571,743.9684,4.8408,99.1518,37.9505,0.1758,14.3981,1,Misfire
manual_Misfire_0,86.8,0.9358,-15.13,5340.6119,129.5407,658.4234,4.739,97.7185,37.4526,0.3192,14.3752,1,Misfire
manual_Misfire_0,86.9,0.9359,-15.06,5572.9566,129.2326,812.3708,4.8385,97.6534,37.7893,0.0011,14.3413,1,Misfire
manual_Misfire_0,87.0,0.936,-15.07,5366.9287,130.8506,672.0169,4.6786,96.0679,37.4465,0.2494,14.3849,1,Misfire
manual_Misfire_0,87.1,0.9361,-15.13,5528.5691,131.7602,803.0982,4.8179,97.6563,38.1323,0.0377,14.3131,1,Misfire
manual_Misfire_0,87.2,0.9362,-15.08,5545.6886,128.8872,810.2104,4.7052,96.6805,38.1349,0.0155,14.3914,1,Misfire
manual_Misfire_0,87.3,0.9363,-15.11,5549.8591,133.9677,808.712,4.7262,96.9321,37.4905,0.0054,14.4465,1,Misfire
manual_Misfire_0,87.4,0.9364,-15.14,5550.5911,128.2203,811.1167,4.7627,97.4216,37.3807,0.0208,14.3363,1,Misfire
manual_Misfire_0,87.5,0.9365,-15.13,5540.3697,132.4301,809.0795,4.642,97.5086,37.2605,0.0375,14.2863,1,Misfire
manual_Misfire_0,87.6,0.9366,-15.12,5554.7583,132.5622,803.8351,4.7692,97.6154,37.7904,0.0222,14.3549,1,Misfire
manual_Misfire_0,87.7,0.9368,-15.09,5419.2956,131.0876,696.38,4.6724,97.7607,38.1014,0.2643,14.4074,1,Misfire
manual_Misfire_0,87.8,0.9369,-15.15,5410.1167,131.2098,736.9345,4.8013,98.2077,37.8582,0.4343,14.3289,1,Misfire
manual_Misfire_0,87.9,0.937,-15.12,5560.7503,130.7858,806.6153,4.8256,99.6357,37.92,0.0241,14.4287,1,Misfire
manual_Misfire_0,88.0,0.9371,-15.08,5545.4854,132.5878,810.1738,4.7762,98.9687,37.851,0.0302,14.3605,1,Misfire
manual_Misfire_0,88.1,0.9372,-15.1,5566.463,134.3339,813.5396,4.8222,98.5135,37.8149,0.0287,14.3356,1,Misfire
manual_Misfire_0,88.2,0.9373,-15.04,5187.2521,130.1685,713.9879,4.6699,98.8482,37.7516,0.1809,14.3206,1,Misfire
manual_Misfire_0,88.3,0.9374,-15.06,5543.1353,133.7822,802.0484,4.7918,97.8395,37.5783,0.0251,14.3766,1,Misfire
manual_Misfire_0,88.4,0.9375,-15.0,5312.5869,132.4415,699.628,4.7277,97.2227,38.0601,0.3884,14.457,1,Misfire
manual_Misfire_0,88.5,0.9376,-15.08,5580.5952,132.3834,806.8459,4.7817,98.998,37.4187,0.0404,14.3809,1,Misfire
manual_Misfire_0,88.6,0.9377,-15.2,5582.4015,134.0045,806.559,4.8018,99.62,38.0543,0.0158,14.3223,1,Misfire
manual_Misfire_0,88.7,0.9378,-15.09,5562.9864,131.4481,809.5069,4.7257,99.2815,38.2002,0.0089,14.4486,1,Misfire
manual_Misfire_0,88.8,0.9379,-15.17,5321.7649,132.2006,678.6154,4.7579,98.6388,37.8299,0.1716,14.3593,1,Misfire
manual_Misfire_0,88.9,0.938,-15.13,5322.4055,130.2073,704.2569,4.7788,98.9211,38.0521,0.4319,14.2668,1,Misfire
manual_Misfire_0,89.0,0.9381,-15.09,5545.2578,131.9094,806.1978,4.7592,98.499,38.1928,0.0395,14.3532,1,Misfire
manual_Misfire_0,89.1,0.9382,-15.21,5564.0704,133.5663,812.277,4.8251,97.9091,37.976,0.0097,14.3669,1,Misfire
manual_Misfire_0,89.2,0.9383,-15.17,5568.9405,131.3898,810.9532,4.7544,99.2542,38.1249,0.0395,14.3889,1,Misfire
manual_Misfire_0,89.3,0.9384,-15.03,5571.3929,131.9749,817.0654,4.6703,98.499,38.2909,0.0191,14.3158,1,Misfire
manual_Misfire_0,89.4,0.9385,-15.2,5214.7022,132.2443,693.2267,4.8202,97.05,37.838,0.4428,14.3851,1,Misfire
manual_Misfire_0,89.5,0.9387,-15.07,5330.3576,131.5609,748.4877,4.6874,99.9185,38.2493,0.4384,14.376,1,Misfire
manual_Misfire_0,89.6,0.9388,-15.13,5177.6939,134.6198,657.8037,4.8205,99.6251,37.6733,0.3878,14.4022,1,Misfire
manual_Misfire_0,89.7,0.9389,-15.18,5249.421,134.7116,630.2166,4.759,98.1327,38.3504,0.2623,14.4247,1,Misfire
manual_Misfire_0,89.8,0.939,-15.12,5562.8284,135.3711,812.5152,4.7402,99.6124,37.7161,0.0206,14.2842,1,Misfire
manual_Misfire_0,89.9,0.9391,-15.21,5540.4132,133.922,808.8481,4.7243,99.4614,37.9406,0.0355,14.3961,1,Misfire
manual_Misfire_0,90.0,0.9392,-15.19,5561.6168,137.4891,817.9442,4.801,99.346,37.9141,0.0291,14.3123,1,Misfire
manual_Misfire_0,90.1,0.9393,-15.05,5587.7491,134.1981,809.7205,4.8111,99.2891,37.6221,0.0183,14.3995,1,Misfire
manual_Misfire_0,90.2,0.9394,-15.12,5590.077,135.0136,812.6853,4.7335,99.0945,37.8912,0.0254,14.3684,1,Misfire
manual_Misfire_0,90.3,0.9395,-15.17,5573.4119,133.8907,816.1441,4.7962,98.5419,37.7761,0.0128,14.348,1,Misfire
manual_Misfire_0,90.4,0.9396,-15.12,5198.885,130.9561,740.3933,4.7793,98.2638,37.7608,0.3058,14.459,1,Misfire
manual_Misfire_0,90.5,0.9397,-15.14,5568.2815,134.3845,819.6823,4.754,99.5161,37.7062,0.0244,14.3803,1,Misfire
manual_Misfire_0,90.6,0.9398,-15.2,5580.4635,130.4595,808.5205,4.7399,99.6508,38.085,0.0118,14.3002,1,Misfire
manual_Misfire_0,90.7,0.9399,-15.18,5558.6958,133.337,806.4793,4.8082,99.9685,37.5261,0.0144,14.3202,1,Misfire
manual_Misfire_0,90.8,0.94,-15.1,5156.7749,130.3917,640.3168,4.7335,99.1211,37.6992,0.4556,14.4908,1,Misfire
manual_Misfire_0,90.9,0.9401,-15.17,5563.9516,133.3903,809.0,4.7235,99.6189,37.4739,0.0112,14.4186,1,Misfire
manual_Misfire_0,91.0,0.9402,-15.13,5224.893,134.8474,701.6608,4.8589,99.0859,37.8888,0.1857,14.3992,1,Misfire
manual_Misfire_0,91.1,0.9403,-15.09,5573.6715,134.4176,817.6182,4.7879,97.7877,38.214,0.0055,14.2941,1,Misfire
manual_Misfire_0,91.2,0.9404,-15.1,5541.2301,134.1001,812.3987,4.7458,99.2587,38.2113,0.0059,14.3369,1,Misfire
manual_Misfire_0,91.3,0.9404,-15.19,5286.1747,132.3564,737.6805,4.6932,100.005,37.554,0.3993,14.3616,1,Misfire
manual_Misfire_0,91.4,0.9405,-15.17,5252.0943,136.8485,658.2058,4.7528,101.0492,37.4854,0.4469,14.3701,1,Misfire
manual_Misfire_0,91.5,0.9406,-15.17,5555.9293,131.3632,812.0715,4.6767,99.0116,38.5673,0.0327,14.3181,1,Misfire
manual_Misfire_0,91.6,0.9407,-15.11,5558.3139,136.5485,815.4059,4.7134,97.6531,37.9193,0.0304,14.3592,1,Misfire
manual_Misfire_0,91.7,0.9408,-15.16,5563.5809,136.6579,808.7229,4.7378,100.0441,38.0274,0.0217,14.3618,1,Misfire
manual_Misfire_0,91.8,0.9409,-15.12,5564.9607,135.3592,815.1366,4.7306,99.4881,38.0079,0.0371,14.3334,1,Misfire
manual_Misfire_0,91.9,0.941,-15.12,5255.3328,134.0228,743.0314,4.6991,98.0501,37.7243,0.1771,14.4482,1,Misfire
manual_Misfire_0,92.0,0.9411,-15.17,5550.2569,132.8196,809.345,4.7878,99.681,37.8767,0.0313,14.3139,1,Misfire
manual_Misfire_0,92.1,0.9412,-15.1,5285.3341,135.2752,751.6806,4.7501,100.6815,37.663,0.4095,14.2876,1,Misfire
manual_Misfire_0,92.2,0.9413,-15.22,5266.9554,135.784,736.653,4.7631,99.9413,37.8276,0.2092,14.4091,1,Misfire
manual_Misfire_0,92.3,0.9414,-15.34,5569.823,133.3831,814.8684,4.8446,99.5401,38.1802,0.0329,14.2683,1,Misfire
manual_Misfire_0,92.4,0.9415,-15.22,5581.97,135.1977,816.0016,4.7452,100.4446,38.2623,0.0248,14.4687,1,Misfire
manual_Misfire_0,92.5,0.9416,-15.13,5348.2538,134.8887,652.7498,4.8167,101.6744,37.8409,0.1982,14.3174,1,Misfire
manual_Misfire_0,92.6,0.9416,-15.18,5557.6817,134.9476,813.7107,4.7344,100.3833,38.469,0.0331,14.3372,1,Misfire
manual_Misfire_0,92.7,0.9417,-15.1,5581.0246,136.8977,812.8956,4.751,102.6925,37.7912,0.0322,14.2816,1,Misfire
manual_Misfire_0,92.8,0.9418,-15.17,5172.0676,132.9675,718.6763,4.8089,101.2839,37.792,0.3879,14.3456,1,Misfire
manual_Misfire_0,92.9,0.9419,-15.23,5552.3617,137.0571,816.2593,4.723,99.2994,37.9601,0.0162,14.285,1,Misfire
manual_Misfire_0,93.0,0.942,-15.23,5596.5408,134.5748,812.9643,4.7494,100.8678,38.2595,0.0167,14.3206,1,Misfire
manual_Misfire_0,93.1,0.9421,-15.14,5208.9352,136.9074,764.2938,4.6844,101.2078,38.1964,0.3986,14.312,1,Misfire
manual_Misfire_0,93.2,0.9422,-15.22,5557.7859,135.518,806.1697,4.8269,100.4974,37.8075,0.0229,14.3343,1,Misfire
manual_Misfire_0,93.3,0.9422,-15.27,5563.089,133.4766,810.7738,4.8043,100.9171,38.5016,0.0027,14.3433,1,Misfire
manual_Misfire_0,93.4,0.9423,-15.31,5357.5109,133.9679,663.9777,4.649,98.6511,38.1737,0.4448,14.3933,1,Misfire
manual_Misfire_0,93.5,0.9424,-15.17,5574.8714,136.6701,810.0294,4.7977,102.0946,37.6793,0.0287,14.3591,1,Misfire
manual_Misfire_0,93.6,0.9425,-15.16,5458.3333,135.4591,679.5922,4.7465,99.1366,37.7893,0.3543,14.3745,1,Misfire
manual_Misfire_0,93.7,0.9426,-15.21,5581.7798,136.2322,822.1271,4.801,101.3283,38.4968,0.0202,14.3017,1,Misfire
manual_Misfire_0,93.8,0.9427,-15.04,5197.6466,136.3793,724.7012,4.7114,100.2249,38.2145,0.1596,14.3386,1,Misfire
manual_Misfire_0,93.9,0.9427,-15.18,5574.1788,134.7163,815.2787,4.7102,100.0811,38.0112,0.024,14.3714,1,Misfire
manual_Misfire_0,94.0,0.9428,-15.2,5272.7924,138.5912,719.1261,4.6487,99.0765,38.1283,0.4015,14.3754,1,Misfire
manual_Misfire_0,94.1,0.9429,-15.19,5191.1369,135.9519,663.6956,4.6881,99.8679,37.7714,0.362,14.3657,1,Misfire
manual_Misfire_0,94.2,0.943,-15.12,5562.7498,136.7982,821.7547,4.7963,100.8862,38.4649,0.0085,14.2845,1,Misfire
manual_Misfire_0,94.3,0.943,-15.21,5581.51,135.9843,815.4472,4.7799,101.1637,38.0088,0.0176,14.34,1,Misfire
manual_Misfire_0,94.4,0.9431,-15.18,5609.9777,135.9699,817.2593,4.6814,99.0259,38.3333,0.0246,14.3538,1,Misfire
manual_Misfire_0,94.5,0.9432,-15.27,5301.7463,137.2472,697.5763,4.8221,99.7944,38.0366,0.3806,14.3325,1,Misfire
manual_Misfire_0,94.6,0.9433,-15.17,5145.6411,138.4786,681.2078,4.7791,102.4629,38.4985,0.2181,14.4216,1,Misfire
manual_Misfire_0,94.7,0.9433,-15.21,5405.6497,135.2909,762.3834,4.7826,100.5578,37.5866,0.2433,14.3147,1,Misfire
manual_Misfire_0,94.8,0.9434,-15.22,5594.9307,138.9413,814.1973,4.7796,99.5787,38.2923,0.0239,14.3613,1,Misfire
manual_Misfire_0,94.9,0.9435,-15.27,5585.7132,135.6164,821.7516,4.7978,100.8244,37.96,0.0141,14.391,1,Misfire
manual_Misfire_0,95.0,0.9436,-15.08,5342.6066,136.3984,696.8071,4.8279,101.2596,38.3717,0.25,14.4052,1,Misfire
manual_Misfire_0,95.1,0.9436,-15.22,5578.3184,136.5076,808.0878,4.7092,100.4269,37.8643,0.0321,14.4111,1,Misfire
manual_Misfire_0,95.2,0.9437,-15.28,5601.1139,136.312,810.5347,4.7659,100.8262,37.9523,0.0107,14.3267,1,Misfire
manual_Misfire_0,95.3,0.9438,-15.22,5592.7545,137.3326,818.9322,4.8277,100.6879,37.8997,0.0237,14.375,1,Misfire
manual_Misfire_0,95.4,0.9438,-15.15,5373.1237,137.1903,744.5302,4.7433,101.0331,37.8214,0.2017,14.3359,1,Misfire
manual_Misfire_0,95.5,0.9439,-15.26,5161.432,137.8753,640.5789,4.7781,99.8809,38.2663,0.1713,14.4192,1,Misfire
manual_Misfire_0,95.6,0.944,-15.26,5418.1777,136.1701,728.4588,4.8173,100.9544,38.0594,0.3083,14.2824,1,Misfire
manual_Misfire_0,95.7,0.944,-15.23,5569.0614,135.4195,806.5123,4.7728,102.1964,38.1473,0.0221,14.3263,1,Misfire
manual_Misfire_0,95.8,0.9441,-15.18,5409.1739,131.9965,709.4929,4.8097,101.3733,38.1618,0.3424,14.355,1,Misfire
manual_Misfire_0,95.9,0.9441,-15.21,5355.8132,136.213,653.8121,4.8063,102.132,37.9533,0.1598,14.385,1,Misfire
manual_Misfire_0,96.0,0.9442,-15.23,5580.3445,136.1797,818.608,4.8186,101.0739,37.7881,0.0279,14.2781,1,Misfire
manual_Misfire_0,96.1,0.9443,-15.2,5572.2353,138.3237,822.8237,4.755,101.6956,38.3495,0.0256,14.2821,1,Misfire
manual_Misfire_0,96.2,0.9443,-15.14,5573.1901,137.0736,815.9813,4.8698,101.5055,37.5551,0.0241,14.4163,1,Misfire
manual_Misfire_0,96.3,0.9444,-15.21,5422.2567,139.6226,765.3049,4.798,101.3798,38.1678,0.263,14.3167,1,Misfire
manual_Misfire_0,96.4,0.9444,-15.25,5566.4446,137.8069,819.7622,4.6953,101.279,38.1029,0.0171,14.3004,1,Misfire
manual_Misfire_0,96.5,0.9445,-15.23,5584.7132,136.5973,810.2874,4.7323,102.1749,37.9581,0.0271,14.3209,1,Misfire
manual_Misfire_0,96.6,0.9446,-15.26,5382.1505,138.5262,736.3666,4.7119,101.0569,38.5185,0.4074,14.4254,1,Misfire
manual_Misfire_0,96.7,0.9446,-15.27,5579.9771,135.2882,811.1991,4.7069,101.6069,38.1837,0.0205,14.3809,1,Misfire
manual_Misfire_0,96.8,0.9447,-15.32,5568.4757,137.8547,817.8003,4.7678,101.5474,38.0216,0.0235,14.426,1,Misfire
manual_Misfire_0,96.9,0.9447,-15.4,5381.7847,137.83,652.0679,4.7091,103.3162,38.701,0.253,14.3431,1,Misfire
manual_Misfire_0,97.0,0.9448,-15.31,5574.0271,140.1088,821.9069,4.7272,100.8498,38.6027,0.0377,14.3815,1,Misfire
manual_Misfire_0,97.1,0.9448,-15.19,5586.7911,139.0117,823.7383,4.7498,102.3165,38.1096,0.0124,14.3246,1,Misfire
manual_Misfire_0,97.2,0.9449,-15.11,5230.8989,135.5622,752.2746,4.7318,100.6244,38.2053,0.3316,14.3759,1,Misfire
manual_Misfire_0,97.3,0.9449,-15.27,5182.8081,133.3628,714.9473,4.7402,101.1686,38.5109,0.2919,14.2592,1,Misfire
manual_Misfire_0,97.4,0.945,-15.28,5220.0212,136.4447,744.8676,4.7972,102.0309,38.0267,0.1804,14.3863,1,Misfire
manual_Misfire_0,97.5,0.945,-15.21,5573.1878,136.8627,816.5688,4.7797,100.7198,37.6981,0.0259,14.3601,1,Misfire
manual_Misfire_0,97.6,0.945,-15.3,5593.9244,136.5882,816.1119,4.7499,101.3826,38.1724,0.006,14.3742,1,Misfire
manual_Misfire_0,97.7,0.9451,-15.24,5568.4671,135.0029,815.0678,4.7031,101.8396,38.1551,0.0207,14.3311,1,Misfire
manual_Misfire_0,97.8,0.9451,-15.31,5168.2144,141.7429,643.7937,4.7687,102.2864,38.0919,0.2468,14.2812,1,Misfire
manual_Misfire_0,97.9,0.9452,-15.27,5609.9334,137.5417,813.3834,4.7447,102.0785,38.4368,0.0273,14.4409,1,Misfire
manual_Misfire_0,98.0,0.9452,-15.31,5589.5347,140.1374,813.0066,4.8157,100.33,38.5975,0.0082,14.3117,1,Misfire
manual_Misfire_0,98.1,0.9452,-15.18,5601.3442,136.6563,819.1413,4.7782,101.8683,38.46,0.0124,14.4299,1,Misfire
manual_Misfire_0,98.2,0.9453,-15.26,5226.8162,141.3933,736.1268,4.6883,100.382,38.2634,0.1681,14.2862,1,Misfire
manual_Misfire_0,98.3,0.9453,-15.28,5584.4453,138.0944,818.0205,4.758,101.0481,37.887,0.0114,14.24,1,Misfire
manual_Misfire_0,98.4,0.9454,-15.21,5602.6207,137.9592,817.6553,4.7051,102.2928,37.7259,0.0275,14.3562,1,Misfire
manual_Misfire_0,98.5,0.9454,-15.41,5589.3405,138.9141,816.8883,4.7018,101.5861,37.6329,0.0275,14.4171,1,Misfire
manual_Misfire_0,98.6,0.9454,-15.26,5455.3535,140.342,759.237,4.6855,101.6969,38.2044,0.2536,14.3157,1,Misfire
manual_Misfire_0,98.7,0.9455,-15.38,5595.5153,138.3748,812.7462,4.6564,101.092,38.2837,0.0366,14.3072,1,Misfire
manual_Misfire_0,98.8,0.9455,-15.26,5594.1618,139.2282,820.2628,4.7323,102.1745,38.3494,0.0284,14.349,1,Misfire
manual_Misfire_0,98.9,0.9455,-15.29,5586.8294,136.5472,815.136,4.7238,100.9088,38.0801,0.027,14.3011,1,Misfire
manual_Misfire_0,99.0,0.9455,-15.38,5606.5035,138.2995,820.5086,4.7087,101.7831,38.5078,0.008,14.3155,1,Misfire
manual_Misfire_0,99.1,0.9456,-15.32,5402.9502,138.9128,638.0248,4.7835,102.0615,37.8855,0.3239,14.3415,1,Misfire
manual_Misfire_0,99.2,0.9456,-15.32,5551.5338,138.6327,816.9459,4.7268,102.8128,38.6991,0.0263,14.361,1,Misfire
manual_Misfire_0,99.3,0.9456,-15.33,5405.0702,134.372,671.2544,4.7304,101.9311,37.9392,0.3401,14.3723,1,Misfire
manual_Misfire_0,99.4,0.9456,-15.23,5187.4403,140.5079,667.7138,4.7273,102.4525,37.9403,0.3505,14.445,1,Misfire
manual_Misfire_0,99.5,0.9457,-15.29,5159.3759,137.3894,753.0146,4.7647,102.3292,38.1551,0.3836,14.2432,1,Misfire
manual_Misfire_0,99.6,0.9457,-15.26,5592.2784,138.1847,818.1281,4.7501,101.7606,38.2848,0.0319,14.3295,1,Misfire
manual_Misfire_0,99.7,0.9457,-15.33,5579.5571,139.9919,809.4959,4.727,100.8838,38.1978,0.0152,14.3454,1,Misfire
manual_Misfire_0,99.8,0.9457,-15.29,5408.8179,138.7823,691.9096,4.7925,102.2013,38.1822,0.2212,14.2775,1,Misfire
manual_Misfire_0,99.9,0.9457,-15.32,5584.3186,137.6669,813.4781,4.6812,101.8176,38.1946,0.0249,14.3631,1,Misfire
manual_Misfire_0,100.0,0.9458,-15.32,5586.8082,140.1099,822.6116,4.7415,101.8927,38.3118,0.0233,14.3658,1,Misfire
manual_Misfire_0,100.1,0.9458,-15.32,5322.3979,138.235,656.576,4.7703,102.2474,37.998,0.2324,14.3524,1,Misfire
manual_Misfire_0,100.2,0.9458,-15.32,5409.9027,140.3104,761.7579,4.7432,101.997,38.2975,0.3381,14.2938,1,Misfire
manual_Misfire_0,100.3,0.9458,-15.29,5291.8342,139.837,725.829,4.7472,102.8536,38.0866,0.3573,14.3297,1,Misfire
manual_Misfire_0,100.4,0.9458,-15.27,5607.3816,135.525,814.216,4.7274,102.0431,38.3447,0.009,14.3767,1,Misfire
manual_Misfire_0,100.5,0.9458,-15.29,5599.7099,137.4864,817.9354,4.7564,101.3716,38.2076,0.0131,14.3442,1,Misfire
manual_Misfire_0,100.6,0.9458,-15.4,5570.4467,139.2337,817.7676,4.7872,101.9711,38.0918,0.0327,14.3057,1,Misfire
manual_Misfire_0,100.7,0.9458,-15.36,5424.3752,138.7645,698.9627,4.8488,101.358,38.1839,0.1938,14.323,1,Misfire
manual_Misfire_0,100.8,0.9458,-15.37,5642.0522,137.8023,819.2713,4.6961,102.0742,38.528,0.0049,14.3784,1,Misfire
manual_Misfire_0,100.9,0.9458,-15.42,5164.6751,139.3599,730.5913,4.6865,101.4328,38.1596,0.2074,14.3606,1,Misfire
manual_Misfire_0,101.0,0.9458,-15.27,5591.2131,140.0353,816.6467,4.739,102.4338,38.0473,0.0258,14.409,1,Misfire
manual_Misfire_0,101.1,0.9458,-15.37,5600.2451,137.9127,815.966,4.7575,102.6482,38.4765,0.0136,14.3646,1,Misfire
manual_Misfire_0,101.2,0.9458,-15.28,5590.8348,140.933,814.2615,4.7542,103.544,38.7556,0.0209,14.3061,1,Misfire
manual_Misfire_0,101.3,0.9458,-15.32,5576.2856,139.5019,813.0053,4.753,102.1169,38.0821,0.0066,14.3131,1,Misfire
manual_Misfire_0,101.4,0.9458,-15.38,5361.7229,139.7858,691.1357,4.7288,102.0706,38.2977,0.3129,14.3842,1,Misfire
manual_Misfire_0,101.5,0.9458,-15.45,5372.7673,138.8302,746.6813,4.7371,102.6905,38.5171,0.4388,14.3447,1,Misfire
manual_Misfire_0,101.6,0.9458,-15.3,5567.0889,138.1606,820.3805,4.7028,102.9462,37.8913,0.0005,14.3568,1,Misfire
manual_Misfire_0,101.7,0.9458,-15.35,5582.6349,137.1362,817.237,4.7373,102.0717,38.5841,0.0228,14.4029,1,Misfire
manual_Misfire_0,101.8,0.9458,-15.42,5606.4894,138.4305,819.9415,4.7281,102.5771,38.0648,0.0033,14.2669,1,Misfire
manual_Misfire_0,101.9,0.9458,-15.27,5587.4323,140.3158,811.9274,4.806,102.8192,38.5617,0.0296,14.3627,1,Misfire
manual_Misfire_0,102.0,0.9458,-15.38,5593.5581,141.3013,823.4846,4.7544,102.6774,38.0318,0.0269,14.4057,1,Misfire
manual_Misfire_0,102.1,0.9458,-15.34,5584.1152,139.565,818.0994,4.7662,102.3889,38.4862,0.0279,14.4466,1,Misfire
manual_Misfire_0,102.2,0.9458,-15.31,5597.7588,138.5698,817.0987,4.7583,102.2879,38.401,0.0239,14.2874,1,Misfire
manual_Misfire_0,102.3,0.9457,-15.37,5250.8254,141.7315,719.9025,4.7393,102.525,37.9115,0.3791,14.4332,1,Misfire
manual_Misfire_0,102.4,0.9457,-15.4,5582.015,139.403,818.6764,4.6838,103.3469,37.6006,0.0159,14.3525,1,Misfire
manual_Misfire_0,102.5,0.9457,-15.31,5583.2724,140.6482,813.1506,4.6879,103.4998,37.9711,0.0222,14.3621,1,Misfire
manual_Misfire_0,102.6,0.9457,-15.39,5587.5161,138.9567,819.0637,4.7531,103.0682,38.3519,0.0192,14.3119,1,Misfire
manual_Misfire_0,102.7,0.9457,-15.38,5582.0766,141.2056,823.4763,4.6657,102.7195,38.1615,0.0134,14.3144,1,Misfire
manual_Misfire_0,102.8,0.9456,-15.3,5616.2816,142.7144,819.6698,4.7779,102.7035,38.3776,0.0059,14.3217,1,Misfire
manual_Misfire_0,102.9,0.9456,-15.47,5594.6251,138.8559,818.7674,4.7693,102.8796,38.3076,0.0139,14.2736,1,Misfire
manual_Misfire_0,103.0,0.9456,-15.44,5389.2636,139.8066,664.7619,4.6415,102.3697,37.9723,0.4488,14.2947,1,Misfire
manual_Misfire_0,103.1,0.9456,-15.33,5254.9228,140.9262,719.7,4.7882,102.5508,37.8862,0.4116,14.3205,1,Misfire
manual_Misfire_0,103.2,0.9455,-15.34,5609.8293,139.4642,812.2976,4.7082,101.3074,37.8921,0.0145,14.3971,1,Misfire
manual_Misfire_0,103.3,0.9455,-15.43,5617.287,142.0583,812.0288,4.65,102.9536,38.5226,0.0254,14.4475,1,Misfire
manual_Misfire_0,103.4,0.9455,-15.35,5603.7191,140.3462,815.9085,4.6701,104.202,38.1168,0.0115,14.3714,1,Misfire
manual_Misfire_0,103.5,0.9454,-15.27,5576.4636,141.8363,814.0782,4.7832,103.5869,38.112,0.0136,14.3807,1,Misfire
manual_Misfire_0,103.6,0.9454,-15.45,5396.7869,138.4713,639.704,4.7213,102.9421,37.6472,0.378,14.3629,1,Misfire
manual_Misfire_0,103.7,0.9454,-15.39,5598.7193,140.608,811.2059,4.7207,102.9706,37.5696,0.005,14.3419,1,Misfire
manual_Misfire_0,103.8,0.9453,-15.5,5338.4987,140.5345,646.1878,4.7961,102.82,38.376,0.3964,14.3508,1,Misfire
manual_Misfire_0,103.9,0.9453,-15.41,5585.2266,140.389,818.3724,4.7834,102.0427,37.9328,0.0066,14.3354,1,Misfire
manual_Misfire_0,104.0,0.9453,-15.4,5585.5373,140.0273,825.8481,4.7344,102.8291,37.5638,0.0041,14.3503,1,Misfire
