run_id,t_now_s,health_true,health_est,rul_est_s,rul_lo_s,rul_hi_s,rul_true_s,conf,decaying
RUL_BEARING_LIN_U02,98.99,0.4776,0.4824,19.40078655724288,19.40078655724288,43.3032116723712,34.0,0.918,True
RUL_BEARING_LIN_U02,99.99,0.4723,0.4696,18.682361466609677,18.682361466609677,38.77697624316826,33.0,0.924,True
RUL_BEARING_LIN_U02,100.99,0.467,0.4781,19.667997358465797,19.667997358465797,40.30524884009566,32.0,0.926,True
RUL_BEARING_LIN_U02,101.99,0.4617,0.4625,19.200895648408263,19.200895648408263,35.917836770775885,31.0,0.93,True
RUL_BEARING_LIN_U02,102.99,0.4564,0.4603,18.341670939143526,18.341670939143526,35.300012091589906,30.0,0.93,True
RUL_BEARING_LIN_U02,103.99,0.4512,0.4531,18.128048265399883,18.128048265399883,33.0794346405956,29.0,0.933,True
RUL_BEARING_LIN_U02,104.99,0.4459,0.4506,17.629686586143563,17.629686586143563,32.4304391293133,28.0,0.934,True
RUL_BEARING_LIN_U02,105.99,0.4406,0.4235,14.438638665756713,14.438638665756713,26.00303214418198,27.0,0.931,True
RUL_BEARING_LIN_U02,106.99,0.4353,0.4281,13.74392778539098,13.74392778539098,26.22750697154701,26.0,0.934,True
RUL_BEARING_LIN_U02,107.99,0.4301,0.4235,13.264826686250444,13.264826686250444,24.674285653788207,25.0,0.938,True
RUL_BEARING_LIN_U02,108.99,0.4248,0.4156,12.835672663726726,12.835672663726726,22.453868699882925,24.0,0.942,True
RUL_BEARING_LIN_U02,109.99,0.4195,0.4229,20.958831194523032,16.107750689966338,22.767083584683327,23.0,0.961,True
RUL_BEARING_LIN_U02,110.99,0.4142,0.4188,19.879102271691224,18.44230267896788,22.084853480357495,22.0,0.97,True
RUL_BEARING_LIN_U02,111.99,0.4089,0.4342,22.702294469493133,21.045347948159375,24.642448637926815,21.0,0.963,True
RUL_BEARING_LIN_U02,112.99,0.4037,0.434,23.39207449507624,21.526551733030775,25.611614860253834,20.0,0.948,True
RUL_BEARING_LIN_U02,113.99,0.3984,0.4291,23.425602581655586,21.30941788491001,26.008434833488614,19.0,0.933,True
RUL_BEARING_LIN_U02,114.99,0.3931,0.4265,24.322631780032722,21.91424076946844,27.325751790508335,18.0,0.919,True
RUL_BEARING_LIN_U02,115.99,0.3878,0.42,24.513768027803824,21.972778031213867,27.71930110722957,17.0,0.911,True
RUL_BEARING_LIN_U02,116.99,0.3826,0.4093,23.457370820289338,20.998006977946996,26.569260358798132,16.0,0.909,True
RUL_BEARING_LIN_U02,117.99,0.3773,0.4053,23.84109375095938,21.377135899898146,26.94704717527961,15.0,0.912,True
RUL_BEARING_LIN_U02,118.99,0.372,0.3967,22.729185462835105,20.414754152601816,25.6354948667839,14.0,0.914,True
RUL_BEARING_LIN_U02,119.99,0.3667,0.3986,24.23558429690246,21.74725711911211,27.366914192143383,13.0,0.915,True
RUL_BEARING_LIN_U02,120.99,0.3614,0.3964,24.65540626562066,22.031505388984222,27.988807977976727,12.0,0.915,True
RUL_BEARING_LIN_U02,121.99,0.3562,0.4048,28.59497978068238,25.3732909914825,32.75378170144496,11.0,0.908,True
RUL_BEARING_LIN_U02,122.99,0.3509,0.3946,26.419800657896257,23.380597728724837,30.367176751760088,10.0,0.903,True
RUL_BEARING_LIN_U02,123.99,0.3456,0.3542,14.56889326768928,12.88893677354404,16.752419890761917,9.0,0.89,True
RUL_BEARING_LIN_U02,124.99,0.3403,0.2411,0.0,0.0,0.0,8.0,0.7,True
RUL_BEARING_LIN_U02,125.99,0.3351,0.2042,0.0,0.0,0.0,7.0,0.637,True
RUL_BEARING_LIN_U02,126.99,0.3298,0.1782,0.0,0.0,0.0,6.0,0.625,True
RUL_BEARING_LIN_U02,127.99,0.3245,0.2422,0.0,0.0,0.0,5.0,0.648,True
RUL_BEARING_LIN_U02,128.99,0.3192,0.285,0.0,0.0,0.0,4.0,0.659,True
RUL_BEARING_LIN_U02,129.99,0.3139,0.304,0.5457487503887238,0.4315732834197991,0.7420674242854105,3.0,0.662,True
RUL_BEARING_LIN_U02,130.99,0.3087,0.2779,0.0,0.0,0.0,2.0,0.667,True
RUL_BEARING_LIN_U02,131.99,0.3034,0.2704,0.0,0.0,0.0,1.0,0.678,True
RUL_COOLING_EXP_U02,9.99,0.991,1.0,,,,153.0,0.133,False
RUL_COOLING_EXP_U02,10.99,0.99,1.0,,,,152.0,0.231,False
RUL_COOLING_EXP_U02,11.99,0.989,0.9955,,,,151.0,0.004,False
RUL_COOLING_EXP_U02,12.99,0.988,0.9797,,,,150.0,0.293,False
RUL_COOLING_EXP_U02,13.99,0.9869,0.9772,26.66294270055551,26.66294270055551,,149.0,0.484,True
RUL_COOLING_EXP_U02,14.99,0.9859,0.9772,29.67314673458329,29.67314673458329,12531.183543643318,148.0,0.603,True
RUL_COOLING_EXP_U02,15.99,0.9848,0.9768,35.09969488196478,35.09969488196478,4155.023401971399,147.0,0.679,True
RUL_COOLING_EXP_U02,16.99,0.9837,0.9848,55.839374839007384,55.839374839007384,7121.656169160708,146.0,0.645,True
RUL_COOLING_EXP_U02,17.99,0.9826,0.9918,423.566828264883,0.0,119220.34190732024,145.0,0.501,True
RUL_COOLING_EXP_U02,18.99,0.9815,0.9861,473.31432397825245,0.0,162025.042962474,144.0,0.477,True
RUL_COOLING_EXP_U02,19.99,0.9803,0.9821,493.0802926519368,0.0,104566.5758601694,143.0,0.5,True
RUL_COOLING_EXP_U02,20.99,0.9792,0.9809,510.36274615441016,0.0,74160.12445575836,142.0,0.525,True
RUL_COOLING_EXP_U02,21.99,0.978,0.979,518.1424555428692,0.0,51980.83946501232,141.0,0.559,True
RUL_COOLING_EXP_U02,22.99,0.9768,0.9805,544.706584092946,0.0,47463.33259197888,140.0,0.571,True
RUL_COOLING_EXP_U02,23.99,0.9755,0.981,577.6617013191357,0.0,47108.37722931823,139.0,0.573,True
RUL_COOLING_EXP_U02,24.99,0.9743,0.98,604.6863484348777,0.0,44777.512133354314,138.0,0.58,True
RUL_COOLING_EXP_U02,25.99,0.973,0.9777,617.5859975182226,0.0,38489.08730641009,137.0,0.601,True
RUL_COOLING_EXP_U02,26.99,0.9717,0.9826,674.552045725886,0.0,45778.88088089773,136.0,0.577,True
RUL_COOLING_EXP_U02,27.99,0.9704,0.9818,722.6330268418353,0.0,51202.85630213894,135.0,0.562,True
RUL_COOLING_EXP_U02,28.99,0.9691,0.9794,750.9524063967995,0.0,49922.18422133223,134.0,0.566,True
RUL_COOLING_EXP_U02,29.99,0.9677,0.9744,742.4009632357732,0.0,39146.27045748597,133.0,0.597,True
RUL_COOLING_EXP_U02,30.99,0.9663,0.9709,719.8095401753002,0.0,28819.737304761347,132.0,0.634,True
RUL_COOLING_EXP_U02,31.99,0.9649,0.9663,681.383989535671,0.0,19918.431150981905,131.0,0.671,True
RUL_COOLING_EXP_U02,32.99,0.9635,0.9631,643.5220287458716,0.0,14045.840196691554,130.0,0.704,True
RUL_COOLING_EXP_U02,33.99,0.9621,0.9612,613.0230497672619,0.0,10453.30814610233,129.0,0.733,True
RUL_COOLING_EXP_U02,34.99,0.9606,0.9582,577.574656994781,0.0,8522.958294637072,128.0,0.742,True
RUL_COOLING_EXP_U02,35.99,0.9591,0.9608,572.4949134321685,0.0,8212.912389828422,127.0,0.745,True
RUL_COOLING_EXP_U02,36.99,0.9576,0.9618,564.0436112562761,0.0,7780.886549870675,126.0,0.751,True
RUL_COOLING_EXP_U02,37.99,0.956,0.9627,574.7571673271219,0.0,8288.369169839647,125.0,0.745,True
RUL_COOLING_EXP_U02,38.99,0.9544,0.9599,149.34514021874242,149.34514021874242,4515.29213193759,124.0,0.741,True
RUL_COOLING_EXP_U02,39.99,0.9528,0.9592,125.29194417894303,125.29194417894303,4178.4818015275805,123.0,0.736,True
RUL_COOLING_EXP_U02,40.99,0.9512,0.9578,105.3507417825665,105.3507417825665,3926.5145515964487,122.0,0.734,True
RUL_COOLING_EXP_U02,41.99,0.9496,0.9585,96.59791074981143,96.59791074981143,3953.213303975948,121.0,0.727,True
RUL_COOLING_EXP_U02,42.99,0.9479,0.9585,109.47943173692966,109.47943173692966,4026.6202550785865,120.0,0.762,True
RUL_COOLING_EXP_U02,43.99,0.9462,0.9555,132.27213062101973,132.27213062101973,4122.647532094262,119.0,0.814,True
RUL_COOLING_EXP_U02,44.99,0.9444,0.9549,551.8680075120138,0.0,7331.508815475743,118.0,0.861,True
RUL_COOLING_EXP_U02,45.99,0.9426,0.956,527.8216217073965,0.0,6282.367253290792,117.0,0.902,True
RUL_COOLING_EXP_U02,46.99,0.9408,0.9574,536.5405565805091,0.0,6619.91375494387,116.0,0.893,True
RUL_COOLING_EXP_U02,47.99,0.939,0.9561,567.6987978397354,0.0,8064.19615583911,115.0,0.881,True
RUL_COOLING_EXP_U02,48.99,0.9372,0.9486,560.0707824591924,0.0,7832.346249496313,114.0,0.882,True
RUL_COOLING_EXP_U02,49.99,0.9353,0.9479,551.0615798435643,0.0,7415.886644170629,113.0,0.885,True
RUL_COOLING_EXP_U02,50.99,0.9333,0.9187,450.0738523189504,0.0,4027.143117932887,112.0,0.792,True
RUL_COOLING_EXP_U02,51.99,0.9314,0.9274,132.67214116275628,132.67214116275628,2290.7609665421346,111.0,0.799,True
RUL_COOLING_EXP_U02,52.99,0.9294,0.9365,137.49911839812984,137.49911839812984,2294.203057027662,110.0,0.807,True
RUL_COOLING_EXP_U02,53.99,0.9274,0.9397,417.3566311931911,0.0,3037.6708836812286,109.0,0.805,True
RUL_COOLING_EXP_U02,54.99,0.9253,0.9592,474.79207471217904,0.0,4396.650533873144,108.0,0.71,True
RUL_COOLING_EXP_U02,55.99,0.9232,0.958,522.9698038824455,0.0,6062.828757557297,107.0,0.622,True
RUL_COOLING_EXP_U02,56.99,0.9211,0.9559,596.7217826738707,0.0,9619.569194852029,106.0,0.534,True
RUL_COOLING_EXP_U02,57.99,0.9189,0.9183,525.8056502487865,0.0,6774.396701494601,105.0,0.535,True
RUL_COOLING_EXP_U02,58.99,0.9167,0.911,474.36658822106165,0.0,4865.97288827164,104.0,0.536,True
RUL_COOLING_EXP_U02,59.99,0.9145,0.9145,90.87472815784102,90.87472815784102,1907.989755396027,103.0,0.55,True
RUL_COOLING_EXP_U02,60.99,0.9122,0.934,95.94344794165139,95.94344794165139,2158.4237752887097,102.0,0.536,True
RUL_COOLING_EXP_U02,61.99,0.9099,0.934,107.8804772556422,107.8804772556422,2444.51706051704,101.0,0.527,True
RUL_COOLING_EXP_U02,62.99,0.9076,0.9106,91.0402718588528,91.0402718588528,1748.3584249784153,100.0,0.561,True
RUL_COOLING_EXP_U02,63.99,0.9052,0.9108,84.96809698946785,84.96809698946785,1449.8756906777965,99.0,0.597,True
RUL_COOLING_EXP_U02,64.99,0.9027,0.9073,82.78958332282731,82.78958332282731,1226.4404812094022,98.0,0.638,True
RUL_COOLING_EXP_U02,65.99,0.9003,0.9086,83.2766794751745,83.2766794751745,1131.3582252763065,97.0,0.664,True
RUL_COOLING_EXP_U02,66.99,0.8978,0.9022,79.82541345635006,79.82541345635006,990.4831904577311,96.0,0.688,True
RUL_COOLING_EXP_U02,67.99,0.8952,0.903,79.08556901882476,79.08556901882476,932.0895694891568,95.0,0.703,True
RUL_COOLING_EXP_U02,68.99,0.8926,0.9018,81.58445664791655,81.58445664791655,900.3609947386531,94.0,0.72,True
RUL_COOLING_EXP_U02,69.99,0.89,0.8897,76.55087087971792,76.55087087971792,769.1200428176068,93.0,0.739,True
RUL_COOLING_EXP_U02,70.99,0.8873,0.8903,76.30576679157151,76.30576679157151,716.7147757772348,92.0,0.757,True
RUL_COOLING_EXP_U02,71.99,0.8845,0.8865,74.99778420483288,74.99778420483288,662.5268095745432,91.0,0.771,True
RUL_COOLING_EXP_U02,72.99,0.8818,0.8804,71.4162246367746,71.4162246367746,596.170807303608,90.0,0.783,True
RUL_COOLING_EXP_U02,73.99,0.8789,0.88,71.87142022200506,71.87142022200506,567.7405999982376,89.0,0.796,True
RUL_COOLING_EXP_U02,74.99,0.8761,0.8743,70.66615854652439,70.66615854652439,525.8619735988216,88.0,0.807,True
RUL_COOLING_EXP_U02,75.99,0.8732,0.8749,71.0459426990834,71.0459426990834,514.1743201493967,87.0,0.814,True
RUL_COOLING_EXP_U02,76.99,0.8702,0.8743,70.90446346711114,70.90446346711114,510.2692193732044,86.0,0.815,True
RUL_COOLING_EXP_U02,77.99,0.8672,0.8794,75.62945064680899,75.62945064680899,554.0447255687186,85.0,0.807,True
RUL_COOLING_EXP_U02,78.99,0.8641,0.8699,78.3063940199717,78.3063940199717,546.2361595262769,84.0,0.811,True
RUL_COOLING_EXP_U02,79.99,0.861,0.8661,79.0939604366806,79.0939604366806,538.6744424735305,83.0,0.813,True
RUL_COOLING_EXP_U02,80.99,0.8578,0.8632,188.63302003926933,0.0,415.31862124037053,82.0,0.868,True
RUL_COOLING_EXP_U02,81.99,0.8546,0.8606,179.47673696418286,35.38496134692846,374.0502944456369,81.0,0.897,True
RUL_COOLING_EXP_U02,82.99,0.8513,0.8704,183.73247499741703,31.93510940702464,389.088187817546,80.0,0.893,True
RUL_COOLING_EXP_U02,83.99,0.848,0.8653,184.27044630444095,29.986986835224428,393.76195661327324,79.0,0.887,True
RUL_COOLING_EXP_U02,84.99,0.8446,0.867,198.7953841646123,7.570523388431894,464.6241902721421,78.0,0.876,True
RUL_COOLING_EXP_U02,85.99,0.8411,0.8642,215.14157783080194,0.0,559.6652841706182,77.0,0.876,True
RUL_COOLING_EXP_U02,86.99,0.8376,0.8635,237.7781848795738,0.0,714.4406624301289,76.0,0.892,True
RUL_COOLING_EXP_U02,87.99,0.834,0.8668,244.9237872058534,0.0,765.9095705550147,75.0,0.877,True
RUL_COOLING_EXP_U02,88.99,0.8304,0.868,249.43857612827745,0.0,800.808696771213,74.0,0.864,True
RUL_COOLING_EXP_U02,89.99,0.8267,0.8676,257.99901079485056,0.0,874.1103133318327,73.0,0.841,True
RUL_COOLING_EXP_U02,90.99,0.823,0.8656,285.63274600177914,0.0,1150.3755787453485,72.0,0.824,True
RUL_COOLING_EXP_U02,91.99,0.8192,0.8662,328.0625360358298,0.0,1698.8793818805211,71.0,0.826,True
RUL_COOLING_EXP_U02,92.99,0.8153,0.8683,357.5875432053869,0.0,2184.1654742134024,70.0,0.784,True
RUL_COOLING_EXP_U02,93.99,0.8114,0.8475,349.42553976743534,0.0,2129.0220164580214,69.0,0.785,True
RUL_COOLING_EXP_U02,94.99,0.8073,0.8162,296.2654864558907,0.0,1399.808641809455,68.0,0.724,True
RUL_COOLING_EXP_U02,95.99,0.8033,0.8173,277.8385874705622,0.0,1165.4492078593344,67.0,0.705,True
RUL_COOLING_EXP_U02,96.99,0.7991,0.8026,71.3163756688093,71.3163756688093,693.2269076309641,66.0,0.679,True
RUL_COOLING_EXP_U02,97.99,0.7949,0.8007,52.06219968470951,52.06219968470951,495.31518825558186,65.0,0.672,True
RUL_COOLING_EXP_U02,98.99,0.7906,0.801,43.25496774970013,43.25496774970013,398.0438318392347,64.0,0.675,True
RUL_COOLING_EXP_U02,99.99,0.7863,0.8016,39.93694510591307,39.93694510591307,340.9541972711675,63.0,0.693,True
RUL_COOLING_EXP_U02,100.99,0.7819,0.8007,37.6874823511633,37.6874823511633,303.41180672536274,62.0,0.708,True
RUL_COOLING_EXP_U02,101.99,0.7774,0.756,31.05785279785333,31.05785279785333,204.3181339180519,61.0,0.699,True
RUL_COOLING_EXP_U02,102.99,0.7728,0.7547,27.699716535656236,27.699716535656236,167.8157678223742,60.0,0.718,True
RUL_COOLING_EXP_U02,103.99,0.7681,0.7579,26.067363965870342,26.067363965870342,151.6232063418007,59.0,0.743,True
RUL_COOLING_EXP_U02,104.99,0.7634,0.7525,25.253763740012445,25.253763740012445,134.28784478869605,58.0,0.774,True
RUL_COOLING_EXP_U02,105.99,0.7586,0.7599,25.766132299171417,25.766132299171417,126.54601607646504,57.0,0.801,True
RUL_COOLING_EXP_U02,106.99,0.7537,0.7253,24.192332279932813,24.192332279932813,105.39654373886601,56.0,0.821,True
RUL_COOLING_EXP_U02,107.99,0.7487,0.718,22.756625049686804,22.756625049686804,95.37563562157932,55.0,0.836,True
RUL_COOLING_EXP_U02,108.99,0.7436,0.723,22.99385357042489,22.99385357042489,89.27091896272802,54.0,0.86,True
RUL_COOLING_EXP_U02,109.99,0.7385,0.7223,24.19171830544805,24.19171830544805,83.16805017848726,53.0,0.884,True
RUL_COOLING_EXP_U02,110.99,0.7333,0.7255,27.046698638158844,27.046698638158844,79.32919766843014,52.0,0.905,True
RUL_COOLING_EXP_U02,111.99,0.7279,0.7219,31.88034907740463,31.88034907740463,79.08844700855808,51.0,0.925,True
RUL_COOLING_EXP_U02,112.99,0.7225,0.702,34.79317376667221,34.79317376667221,75.05841770202142,50.0,0.936,True
RUL_COOLING_EXP_U02,113.99,0.717,0.6981,40.87033120326551,40.87033120326551,74.95413834359904,49.0,0.947,True
RUL_COOLING_EXP_U02,114.99,0.7114,0.6742,53.70967342202625,33.651852237964945,62.403871246863815,48.0,0.955,True
RUL_COOLING_EXP_U02,115.99,0.7058,0.6744,52.278535667457085,45.85579414135936,59.71486188543148,47.0,0.962,True
RUL_COOLING_EXP_U02,116.99,0.7,0.6734,51.27637615294963,45.50672369149373,131.0717040889069,46.0,0.967,True
RUL_COOLING_EXP_U02,117.99,0.6941,0.6754,51.55533808886359,45.723974282152774,58.236919552495344,45.0,0.967,True
RUL_COOLING_EXP_U02,118.99,0.6881,0.6757,52.26832636959722,45.957671560021865,59.55525007462012,44.0,0.964,True
RUL_COOLING_EXP_U02,119.99,0.682,0.6704,52.586019271761586,45.83871531515879,60.44561249249981,43.0,0.959,True
RUL_COOLING_EXP_U02,120.99,0.6759,0.6779,55.75761105268697,47.31733094976208,65.77529917253483,42.0,0.949,True
RUL_COOLING_EXP_U02,121.99,0.6696,0.6383,50.648622850471895,43.821345779713106,58.722144402377005,41.0,0.951,True
RUL_COOLING_EXP_U02,122.99,0.6632,0.6758,60.38324701076859,49.963848434030375,72.87269643427554,40.0,0.944,True
RUL_COOLING_EXP_U02,123.99,0.6567,0.6745,64.18952743499025,51.211051996199615,80.06909882047057,39.0,0.931,True
RUL_COOLING_EXP_U02,124.99,0.6501,0.7123,77.21708936132879,50.57359550648373,113.18169210758901,38.0,0.861,True
RUL_COOLING_EXP_U02,125.99,0.6434,0.7679,105.57279583104562,23.72341187395044,248.1504297658427,37.0,0.652,True
RUL_COOLING_EXP_U02,126.99,0.6365,0.7678,129.78010563470104,0.0,518.2472275654779,36.0,0.461,True
RUL_COOLING_EXP_U02,127.99,0.6296,0.7617,,,,35.0,0.303,False
RUL_COOLING_EXP_U02,128.99,0.6225,0.7242,,,,34.0,0.217,False
RUL_COOLING_EXP_U02,129.99,0.6153,0.7245,,,,33.0,0.133,False
RUL_COOLING_EXP_U02,130.99,0.608,0.618,,,,32.0,0.138,False
RUL_COOLING_EXP_U02,131.99,0.6006,0.6179,,,,31.0,0.166,False
RUL_COOLING_EXP_U02,132.99,0.5931,0.6169,,,,30.0,0.19,False
RUL_COOLING_EXP_U02,133.99,0.5854,0.6167,,,,29.0,0.206,False
RUL_COOLING_EXP_U02,134.99,0.5776,0.6176,,,,28.0,0.218,False
RUL_COOLING_EXP_U02,135.99,0.5697,0.5865,,,,27.0,0.236,False
RUL_COOLING_EXP_U02,136.99,0.5616,0.5779,,,,26.0,0.279,False
RUL_COOLING_EXP_U02,137.99,0.5534,0.5855,,,,25.0,0.318,False
RUL_COOLING_EXP_U02,138.99,0.545,0.5536,,,,24.0,0.36,False
RUL_COOLING_EXP_U02,139.99,0.5366,0.5527,,,,23.0,0.396,False
RUL_COOLING_EXP_U02,140.99,0.5279,0.5563,10.974456109792499,10.974456109792499,97.61314455812264,22.0,0.422,True
RUL_COOLING_EXP_U02,141.99,0.5192,0.5513,9.873464929988415,9.873464929988415,87.29697754968855,21.0,0.446,True
RUL_COOLING_EXP_U02,142.99,0.5102,0.556,9.539205733228158,9.539205733228158,80.40780105323171,20.0,0.476,True
RUL_COOLING_EXP_U02,143.99,0.5012,0.5295,8.822099361000028,8.822099361000028,63.547538835571736,19.0,0.515,True
RUL_COOLING_EXP_U02,144.99,0.492,0.5291,8.808195548619636,8.808195548619636,54.870798527533914,18.0,0.568,True
RUL_COOLING_EXP_U02,145.99,0.4826,0.5401,9.495336998204294,9.495336998204294,52.00457025769598,17.0,0.611,True
RUL_COOLING_EXP_U02,146.99,0.4731,0.5036,9.515569352451337,9.515569352451337,38.885775665572865,16.0,0.661,True
RUL_COOLING_EXP_U02,147.99,0.4634,0.4892,9.526600415870632,9.526600415870632,32.265390696280654,15.0,0.706,True
RUL_COOLING_EXP_U02,148.99,0.4535,0.4889,10.110247628253177,10.110247628253177,29.42017334894484,14.0,0.745,True
RUL_COOLING_EXP_U02,149.99,0.4435,0.4771,11.12991256436976,11.12991256436976,25.210672457529952,13.0,0.785,True
RUL_COOLING_EXP_U02,150.99,0.4333,0.4823,20.105878970112222,13.538134477878543,24.489875330898048,12.0,0.811,True
RUL_COOLING_EXP_U02,151.99,0.4229,0.4794,18.641618678179725,16.243813945797122,29.166670491721476,11.0,0.863,True
RUL_COOLING_EXP_U02,152.99,0.4124,0.4794,18.213307468083354,16.019290154589452,21.103688900714527,10.0,0.88,True
RUL_COOLING_EXP_U02,153.99,0.4017,0.4855,18.630571312724236,16.46669009678207,21.44920250899787,9.0,0.888,True
RUL_COOLING_EXP_U02,154.99,0.3908,0.4788,18.315650975634043,16.090950412518374,21.254213274875916,8.0,0.878,True
RUL_COOLING_EXP_U02,155.99,0.3797,0.3381,3.810192699190559,3.327564790811077,4.456570952532118,7.0,0.867,True
RUL_COOLING_EXP_U02,156.99,0.3685,0.3399,3.978358088582794,3.472454815976781,16.90274734308889,6.0,0.866,True
RUL_COOLING_EXP_U02,157.99,0.357,0.3403,4.072414894363185,3.5642394182268826,6.751872282771643,5.0,0.871,True
RUL_COOLING_EXP_U02,158.99,0.3454,0.3353,3.63572885150154,3.1356816549377577,4.175408832290998,4.0,0.872,True
RUL_COOLING_EXP_U02,159.99,0.3335,0.3418,1.8351303540902677,1.8351303540902677,5.03148343552874,3.0,0.878,True
RUL_COOLING_EXP_U02,160.99,0.3215,0.3374,1.1603659871647096,1.1603659871647096,4.315054794365492,2.0,0.888,True
RUL_COOLING_EXP_U02,161.99,0.3092,0.2764,0.0,0.0,0.0,1.0,0.89,True
RUL_COOLING_LIN_U02,9.99,0.9473,0.9951,58.359702330055335,58.359702330055335,,123.0,0.7,True
RUL_COOLING_LIN_U02,10.99,0.942,0.9886,33.62019531620587,33.62019531620587,,122.0,0.681,True
RUL_COOLING_LIN_U02,11.99,0.9367,0.9836,30.565749537586463,30.565749537586463,,121.0,0.755,True
RUL_COOLING_LIN_U02,12.99,0.9314,0.9514,17.32140272509544,17.32140272509544,910.6174378076246,120.0,0.591,True
RUL_COOLING_LIN_U02,13.99,0.9262,0.9231,13.356765012801086,13.356765012801086,272.7024776304423,119.0,0.644,True
RUL_COOLING_LIN_U02,14.99,0.9209,0.9144,13.087995505214378,13.087995505214378,157.85587258654084,118.0,0.728,True
RUL_COOLING_LIN_U02,15.99,0.9156,0.9005,13.357547563914137,13.357547563914137,112.52166234330602,117.0,0.788,True
RUL_COOLING_LIN_U02,16.99,0.9103,0.9316,19.193500972652465,19.193500972652465,158.0385756021402,116.0,0.787,True
RUL_COOLING_LIN_U02,17.99,0.9051,0.9055,22.102626341719663,22.102626341719663,145.42708543790184,115.0,0.824,True
RUL_COOLING_LIN_U02,18.99,0.8998,0.8937,24.28305243725079,24.28305243725079,133.29528893825497,114.0,0.855,True
RUL_COOLING_LIN_U02,19.99,0.8945,0.8829,26.01721416108028,26.01721416108028,121.77408589003804,113.0,0.879,True
RUL_COOLING_LIN_U02,20.99,0.8892,0.8824,30.288063862751553,30.288063862751553,124.04622153993697,112.0,0.895,True
RUL_COOLING_LIN_U02,21.99,0.8839,0.883,67.76926846676268,0.0,119.36499920955515,111.0,0.903,True
RUL_COOLING_LIN_U02,22.99,0.8787,0.8824,70.0189880914023,32.731771877297604,119.34149160254347,110.0,0.906,True
RUL_COOLING_LIN_U02,23.99,0.8734,0.8829,73.01145300106703,36.14004980419972,123.02962785513094,109.0,0.903,True
RUL_COOLING_LIN_U02,24.99,0.8681,0.8729,73.80989424885074,39.43607316665659,119.78769042291117,108.0,0.906,True
RUL_COOLING_LIN_U02,25.99,0.8628,0.8707,75.78050383037505,42.26121403138815,120.18564422343863,107.0,0.908,True
RUL_COOLING_LIN_U02,26.99,0.8576,0.8597,75.72773779140628,45.4005162676995,115.25175154084529,106.0,0.913,True
RUL_COOLING_LIN_U02,27.99,0.8523,0.8784,82.36406528110177,46.10203459021309,130.4496956943501,105.0,0.899,True
RUL_COOLING_LIN_U02,28.99,0.847,0.8931,90.74641800761147,42.8621247616619,157.17027001491385,104.0,0.864,True
RUL_COOLING_LIN_U02,29.99,0.8417,0.8802,93.46166396588475,43.054931357107186,164.31041216107724,103.0,0.849,True
RUL_COOLING_LIN_U02,30.99,0.8364,0.8805,98.45320742135263,42.953620251036924,177.48288285318154,102.0,0.834,True
RUL_COOLING_LIN_U02,31.99,0.8312,0.8782,102.88916544632207,43.292798372324356,188.5161876320576,101.0,0.821,True
RUL_COOLING_LIN_U02,32.99,0.8259,0.8759,107.18210226019357,43.99244905509625,198.50025578774148,100.0,0.811,True
RUL_COOLING_LIN_U02,33.99,0.8206,0.8698,110.05700948295757,45.916622585396325,202.6292267357262,99.0,0.807,True
RUL_COOLING_LIN_U02,34.99,0.8153,0.8612,112.50821632813573,42.531958366070086,215.51058595405667,98.0,0.79,True
RUL_COOLING_LIN_U02,35.99,0.8101,0.8267,106.09974764542308,43.76251994929753,197.93132453303653,97.0,0.789,True
RUL_COOLING_LIN_U02,36.99,0.8048,0.824,107.45783675951081,43.22959728007143,202.2750608629378,96.0,0.788,True
RUL_COOLING_LIN_U02,37.99,0.7995,0.8166,108.20367995614887,42.98095258765356,204.55934898441888,95.0,0.787,True
RUL_COOLING_LIN_U02,38.99,0.7942,0.8162,112.48873647216098,42.22632688461816,216.12934628148872,94.0,0.788,True
RUL_COOLING_LIN_U02,39.99,0.7889,0.8162,118.86573160018189,41.38255897137458,232.48900387651025,93.0,0.793,True
RUL_COOLING_LIN_U02,40.99,0.7837,0.8157,126.87926539737279,40.87525679643299,251.49745322648715,92.0,0.803,True
RUL_COOLING_LIN_U02,41.99,0.7784,0.8162,137.96502337366522,0.0,272.79639422718986,91.0,0.825,True
RUL_COOLING_LIN_U02,42.99,0.7731,0.8149,55.81207251358649,55.81207251358649,282.194076607778,90.0,0.827,True
RUL_COOLING_LIN_U02,43.99,0.7678,0.8031,50.71036270099915,50.71036270099915,254.51171813967278,89.0,0.829,True
RUL_COOLING_LIN_U02,44.99,0.7626,0.8038,49.76324648640047,49.76324648640047,247.50368493268556,88.0,0.832,True
RUL_COOLING_LIN_U02,45.99,0.7573,0.8043,54.56111396994634,54.56111396994634,252.96038353830556,87.0,0.843,True
RUL_COOLING_LIN_U02,46.99,0.752,0.8045,48.905077917113665,48.905077917113665,249.68363190086697,86.0,0.841,True
RUL_COOLING_LIN_U02,47.99,0.7467,0.8042,50.68301274743421,50.68301274743421,260.1357985770336,85.0,0.837,True
RUL_COOLING_LIN_U02,48.99,0.7414,0.7618,43.05597804622332,43.05597804622332,194.87814635442894,84.0,0.837,True
RUL_COOLING_LIN_U02,49.99,0.7362,0.7595,40.614041192663514,40.614041192663514,169.54747545445608,83.0,0.852,True
RUL_COOLING_LIN_U02,50.99,0.7309,0.7603,40.435065718944195,40.435065718944195,157.08090007217075,82.0,0.868,True
